"Speaker","participant_year_of_birth","Gender","Vowel","F1","F2"
"speaker_384",1953,"M","STRUT",1.6093462188065,0.195955764207216
"speaker_384",1953,"M","STRUT",-0.753681318977576,-0.19591525666044
"speaker_384",1953,"M","STRUT",2.59228624502761,-0.434711660001669
"speaker_384",1953,"M","STRUT",1.74834783867615,-0.566355831074397
"speaker_384",1953,"M","STRUT",1.40084378900202,-0.382666290042683
"speaker_384",1953,"M","STRUT",1.27177085626592,-0.0489636238350693
"speaker_384",1953,"M","STRUT",-0.773538693244669,-1.6593086002131
"speaker_384",1953,"M","STRUT",0.775336499588592,-1.01027222190104
"speaker_384",1953,"M","STRUT",1.16255529779691,-0.554109861672283
"speaker_384",1953,"M","STRUT",1.37105772760138,-0.477572552909069
"speaker_384",1953,"M","STRUT",0.179615271575799,-1.07456356126214
"speaker_384",1953,"M","STRUT",1.76820521294325,-0.743922387405054
"speaker_384",1953,"M","STRUT",1.37105772760138,-1.4664345821298
"speaker_384",1953,"M","STRUT",2.15542401115156,-0.866382081426196
"speaker_384",1953,"M","THOUGHT",-0.68418050904275,-0.998026252498925
"speaker_384",1953,"M","THOUGHT",-0.157960090964783,-0.566355831074397
"speaker_384",1953,"M","THOUGHT",-0.0388158453622248,-2.76756883110444
"speaker_384",1953,"M","THOUGHT",-0.813253441778855,-2.44611213429894
"speaker_384",1953,"M","THOUGHT",-0.604751011974378,-2.65429361413488
"speaker_384",1953,"M","THOUGHT",-1.13097143005234,-1.10823997711795
"speaker_384",1953,"M","THOUGHT",-0.326747772235075,-2.40325124139154
"speaker_384",1953,"M","THOUGHT",-1.06147062011752,0.00308174612391632
"speaker_384",1953,"M","THOUGHT",-0.823182128912402,-1.92871992705961
"speaker_384",1953,"M","THOUGHT",-0.634537073375017,-2.51652645836109
"speaker_384",1953,"M","THOUGHT",-0.336676459368621,-1.22151519408751
"speaker_384",1953,"M","THOUGHT",-0.704037883309843,-2.54101839716532
"speaker_384",1953,"M","THOUGHT",-0.872825564580134,-1.47561905918138
"speaker_384",1953,"M","THOUGHT",-0.71396657044339,-1.6593086002131
"speaker_384",1953,"M","THOUGHT",-0.565036263440192,-2.41549721079365
"speaker_384",1953,"M","TRAP",1.21219873346464,0.9552058671383
"speaker_384",1953,"M","TRAP",0.685978315386673,0.633749170332801
"speaker_384",1953,"M","TRAP",0.854765996656964,-0.168361825505683
"speaker_384",1953,"M","TRAP",0.139900523041613,1.16338734697424
"speaker_384",1953,"M","TRAP",0.159757897308706,1.1052189923142
"speaker_384",1953,"M","TRAP",-0.157960090964783,1.63179567660511
"speaker_384",1953,"M","TRAP",-0.237389588033156,1.97162132751378
"speaker_384",1953,"M","TRAP",0.209401332976439,1.95019088106008
"speaker_384",1953,"M","TRAP",0.368260327113184,0.872545573674029
"speaker_384",1953,"M","TRAP",0.100185774507427,1.26747808689221
"speaker_384",1953,"M","TRAP",0.229258707243532,0.716409463797072
"speaker_384",1953,"M","TRAP",0.63633487971894,0.949082882437243
"speaker_384",1953,"M","TRAP",0.0703997131067872,0.988882282994115
"speaker_384",1953,"M","TRAP",0.715764376787313,1.4909670284808
"speaker_384",1953,"M","TRAP",-1.16075749145298,1.45116762792393
"speaker_388",1948,"M","DRESS",-1.30519763825391,0.866905330784847
"speaker_388",1948,"M","DRESS",-0.16215853538703,0.33329609623624
"speaker_388",1948,"M","DRESS",-0.115503878127158,0.995485869230294
"speaker_388",1948,"M","DRESS",-1.02526969469467,1.18514216343733
"speaker_388",1948,"M","DRESS",-0.780332744080343,1.49694996916754
"speaker_388",1948,"M","DRESS",-0.512068464836075,1.32015172880505
"speaker_388",1948,"M","DRESS",-0.931960380174929,1.02763100384166
"speaker_388",1948,"M","DRESS",-0.873642058600088,0.304365475086014
"speaker_388",1948,"M","DRESS",-0.337113500111553,0.969769761541205
"speaker_388",1948,"M","DRESS",-0.698687093875565,2.43880241328044
"speaker_388",1948,"M","DRESS",-0.908633051544992,1.54195315762345
"speaker_388",1948,"M","DRESS",-0.826987401340215,0.42651698660919
"speaker_388",1948,"M","DRESS",-0.780332744080343,1.33943880957187
"speaker_388",1948,"M","DRESS",-0.73367808682047,0.921552059624162
"speaker_388",1948,"M","DRESS",-1.53847092455327,0.429731500070326
"speaker_388",1948,"M","FLEECE",-1.76008054653767,1.46480483455618
"speaker_388",1948,"M","FLEECE",-1.80673520379754,2.02091566333274
"speaker_388",1948,"M","FLEECE",-0.698687093875565,0.886192411551664
"speaker_388",1948,"M","FLEECE",-1.53847092455327,1.06620516537529
"speaker_388",1948,"M","FLEECE",-0.313786171481616,0.545453984671228
"speaker_388",1948,"M","FLEECE",-1.7134258892778,0.940839140390979
"speaker_388",1948,"M","FLEECE",-1.42183428140359,0.71260868465031
"speaker_388",1948,"M","FLEECE",-1.4568252743485,1.73482396529162
"speaker_388",1948,"M","FLEECE",-1.53847092455327,1.58052731915708
"speaker_388",1948,"M","FLEECE",-1.46848893866346,0.91512303270189
"speaker_388",1948,"M","FLEECE",-0.278795178536712,0.606529740432816
"speaker_388",1948,"M","FLEECE",-1.16523366647429,0.378299284692147
"speaker_388",1948,"M","FLEECE",-0.896969387230024,1.60945794030731
"speaker_388",1948,"M","FLEECE",-1.53847092455327,0.776898953873034
"speaker_388",1948,"M","FLEECE",-1.70176222496283,1.15299702882597
"speaker_388",1948,"M","GOOSE",-0.931960380174929,0.944053653852115
"speaker_388",1948,"M","GOOSE",-0.943624044489897,0.680463550038948
"speaker_388",1948,"M","GOOSE",-0.768669079765374,0.175784936640567
